Hotel_name,name,rating,review
Capsule Bali,Esme Norman,5.0,Definitely a party hostel. Great way of meeting people. The staff are lovely and the beds are comfortable.
Capsule Bali,Shubham Saxena,2.0,"It was a below average stay overall. We checked in late around 2am, the bar guy asked for our passports so that we don't leave without paying until morning when reception opens at 6am. We mentioned, we are good to pay the entire money in deposit, but they were definitely not okay with it. The place where they were about to keep the passport was a simple unlocked drawer. Didn't feel welcomed at all. We had to sleep outside by the pool in mosquitoes. The rooms had bad AC, we were sweating a lot at night. Bathroom have no latches. Might be good, if you checkin during normal times. Update after below review: Our flight got delayed and had to face this, even after confirmation over email (chat with Dewi) that we'll reach late. They didn't tell us they'd want to keep our passports as a ""security deposit"". Now, it definitely feels rude. Regarding the AC problem, everyone else was sleeping without bedsheet as well. We had 4 friends staying together. Everyone felt the same. To the owner- please be open to feedback, reviews are personal experience reviews. 🤘"
Capsule Bali,Peter,1.0,Guest drowned in pool & hotel staff did nothing to stop. There is something seriously wrong with the management of this place. Please do not support this business.
Capsule Bali,Sharelle Taylor,5.0,"One of my fav hostels in bali so far. The pool area is lovely to chill in the day and the events are amazing. We joined the Thursday bbq with free flow drinks, karaoke and tattos and it was SO fun! Despite the party atmosphere I've managed to sleep without issues. I think some of the showers could do with replacing."
Capsule Bali,Jason Bedford,5.0,"Great place to stay in the heart of Seminyak especially if you're new to Bali or the area it is very easy to get to any place whether it's the beach, night life, local markets or any of the surrounding areas like legian, Kuta and canggu. If you're into parties and a starting point to get to know other travellers they have it covered. If you need tours booked they have it covered. Plus you can easily stay in the comfortable individual pods in the mixed dorms or female only dorms but also have a selection of private rooms. Pools, parties, drinks Bar and tours are all here. Special thanks to the legends Arta and Devi for being awesome during the stay 🤙🏽"
Capsule Bali,Julie Ponhong,5.0,"We spent 8 nights in this hostel, such a nice vibe, pool area is cozy and chill with good music all day. Always people chilling in the afternoon and evening, just good vibes here. Also cool dorms with LED lights :DDD"
Capsule Bali,Nathan Mcmurtry,5.0,First place I stayed in Bali when I arrived. It’s was an amazing experience. The owner is super cool and very welcoming. I really enjoyed the people I met there. The employees are all super friendly and welcoming.Thank you for the experience :D
Capsule Bali,Nachopeepsqueaks,5.0,Great place. No complaints at alHig Great hangout pace. hanghly recommend.
Capsule Bali,Abbey Hamill,5.0,"Great hostel, amazing people! They get everyone involved in activities! 10/10 would recommend"
Capsule Bali,El Messouab Oumayma,5.0,Best hostel ever! They made my stay in Bali unforgettable! They deserve more than 5 stars btw! Until next time
Capsule Bali,Ivan Munoz,5.0,"Capsule Hotel seminyak was one of the best hostels ive stayed at, walk through the front entrance and there’s guests drinking, blasting music and having a great time. If you’re solo travelling and looking to meet people for cheap, definitely come stay here."
Capsule Bali,Celena M,5.0,"One of the cleanest and coolest hostels I've stayed at. Loved the beds, very smart lighting. Great space to relax and watch a movie. 15 minute walk to beach clubs. Fairly social at night as well! Really adore the owner, he was very kind and gave us a lot of advice for our future travels in Bali. The little gift they leave you with is also really sweet, don't make you feel like just another backpacking strolling through from start to finish. Would go back again :)"
Capsule Bali,Amy P,5.0,Best hostel ever ! Everyone is so welcoming
Capsule Bali,Jurriaan De Jong,5.0,Great place to visit and party! Thankful to Devi and Rara
Capsule Bali,Rebecca Giannis,5.0,Awesome hostel with exceptional staff! The front desk is very helpful when it comes to booking tours and even scooter rental. The bar staff are really friendly and funny! V and the other reps made sure everyone was having a good time and the housekeeping ensured everything was catered for. Would highly recommend!!
Capsule Bali,junixyz,5.0,"Best hostel I've ever stayed in, comfy beds, 2 pillows, own plug, table and lamp all in your own private pod, massive lockers with coded locks for security, all this and the air con is on point! Amazing social communal areas, beautiful rooftop terrace for ultimate chilling. Cheap beer, great food free water and great bathroom. The staff are friendly and efficient, & always have a smile! I love Rara. Honestly the best place I've stayed, so great we're now on our 3rd visit!! couldn't recommend more."
Capsule Bali,Rebecca Josephine,4.0,"Needed to move rooms as the door lock was broken and then bathroom had no loo roll. Otherwise nice pool, great good and kind staff"
Capsule Bali,Abby Myers,5.0,"I love this hostel! We stayed for a week and came away with so many great memories. It's the perfect spot to meet other backpackers and make friends! The beds are extremely comfortable and the staff is beyond helpful! It's very clean and safe with large lockers under each bed. The wifi doesn't always work, but that doesn't really seem so important when there's so much else to do! It's about a 20 minute walk to the beach and located next to the most delicious cafe. If I'm ever in Seminyak again I will definitely stay here again!"
Capsule Bali,Vicki L,1.0,"Had an awful experience at this hostel. It's definitely great for meeting people and partying, but facilities were not clean, it's loud until the crack of dawn, and showers were always so cold. The tours they offered were extremely overpriced, you can find better deals elsewhere. The beds were old foam mattresses that were falling apart and mine was infested with ticks (I was bitten on my legs). They almost lost my laundry which is not the staffs fault, but the laundry service they used and I lost hours of my time retrieving it. The only good thing was the food was good and prices were decent. Would not stay here again."
Capsule Bali,Novi Risma,1.0,"there is no parking area, so bad!"
Capsule Bali,Terra Slate,5.0,"Friend staying here. Small, cheap, central, decent spot for a budget."
Capsule Bali,fresh coolvideos,5.0,"Good vibes, nice people and great party event!! Totally recomended for you guys if you love parties, deff will be back again."
Capsule Bali,Sam Regan,5.0,"Vibrant hotel with clean and modern rooms. Staff went above and beyond to accommodate me in a difficult situation, would definitely stay again"
Capsule Bali,Lucas Moreira,1.0,"Worst experience I've ever had in a hostel. The place is dirty, the mattresses are old (I even found a rusty earring right below my sheet, just proving that it hasn't been replaced - please see photo attached and just check the color of the mattress), room floor covered by pringles, people having sex at 4am even with a staff member sleeping in the same room and asking for silence, dirty bathroom, and so on. I'm really glad I've booked only 1 day after reading the reviews and could move right after waking up without any major issues (I really wanted to give this place a chance). Wouldn't recommend to anyone unless you are looking for a party hostel and you don't give a **** for a decent place."
Capsule Bali,Lynson Saint Preux,5.0,Best party hostel in Seminyak if not in all of Bali! From the moment I walked in I knew it was going be a good time. Ngurah (Rah Rah) was amazing and helped me book the rest of my trip with ease. The guys behind the bar know how to get you drunk in a hurry. Shout out to the manager Nico for booking epic trips for the whole hostel to vibe out to. Great spot to be if you're not an uptight a**hole. Amazing experience all around!
Capsule Bali,Rosie,2.0,"The rooms are gross, they smelt really bad and the capsule itself was quite dirty - I found a toenail and a used contact lens under the mattress. The pool looked like it hadn’t been cleaned in a long time and I didn’t witness anyone actually using it because it was so gross. My locker broke meaning that I couldn’t open it get my bag out and had to wait for a technician to fix it. My shoes were also stolen from the shoe rack just outside my room. On the whole the staff were friendly and helpful and the food was actually decent. The social side of things made our stay way better, I think most of the good reviews must be fake though because this hostel is sooo highly rated which is just not accurate, the pictures definitely make it look a lot nicer than in real life."
Capsule Bali,Alana Smith,5.0,"It's the best hostel in Bali!!! They have free dinner & free shot almost every night,I love the capsule bed ,it's so comfy ,they have huge locker to secure all of my stuff. And of course Mango the lady who's helping me a the time. Definitely recommend this place if you are a party animal."
Capsule Bali,rebecca johnson,5.0,"My favourite hostel I've stayed. So much fun, something going on every day. If you love to party this is the place hands down. Really gorgeous rooms, comfy beds and lovely common areas, always so clean. The staff are fantastic too and the food is absolutely delicious. Location is brilliant, a 3-5 min walk to the main bars. Honestly such a good place, loved it!!"
Capsule Bali,Vanessa Chan,5.0,"I had an amazing stay with this hostel. The staff are great with giving you advice about tours, transport and local knowledge of Indonesia. This hostel is very social which was great as I am a solo traveller, they also provide fun tours to get everyone to meet each other. The hostel is very modern and the owners have thought of everything from chill out movie areas to the bar and again in the rooms to the soft mattresses. I would stay here again. Rara is my fav!"
Capsule Bali,Richard Dawkins Audrey,5.0,My favorite hostel ever! It was a little bit hard to find because the name is different on the sign. The facilities are incredible. The beds were so clean and comfortable. The movie room was a great place to meet new people. Overall the atomosphere made it an amazing experience. It was a little bit of a walk from the main area of Seminyak but it never felt too far. Definitely walking distance from Potato Head and the beach.. Find Rara he is very helpful.
Capsule Bali,Frida Röbel Thorsson,5.0,Very good place!!!! Sooo good and fresh! And very friendly
Capsule Bali,E Ralph X,1.0,"Definitely a party hostel. The music is in full swing from around 11am til gone 2am, and the eating/seating area is sociable. Drinks are cheap, food is cheap and enjoyable. If you are in Bali to party recklessly and nothing else, then you will be fine. ""Lockable"" cubbyholes for your luggage are temperamental and the staff will happily reset your code without needing any proof that it is your cubbyhole. Just saying. Showers are disgusting and have the water pressure that resembles a dribbling dog; showering in flip flops is a must. It is worth noting that in my 3 night stay, I had around 12 different dorm-mates, and not once were the duvet covers changed. Yes, the bottom sheets and pillowcases were changed (and they look exhausted and old), but the DUVET COVERS WERE NEVER EVER CHANGED. EVER. I have slept in many hostels. This is the one time I've slept, fully clothed, on top of the duvet - with a blanket on top of it. So, if you want to sleep in a bed that's seen plenty of action with a duvet that's never seen a washing machine, then I recommend the hostel."
Capsule Bali,Nora Cooper-Farsang,5.0,"Awesome place to stay! Staff are awesome, friendly and the food is the best. Beds are okay, the capsule idea is good for privacy but it gets messy fast and the room itself isn’t too clean. Would definitely recommend for a few nights to party and enjoy the nightlife of seminyak."
Capsule Bali,rgoodenough1,5.0,"Stayed there for a week in September I was in the dorm which was extremely cheap and had a lockable locker. The atmosphere is brilliant full of energy and they love to party there. Staff were fantastic, fun and helpful, at the time I had broken my foot and they really tried to help with everything. Would and will go again!"
Capsule Bali,Deniz Aytac,5.0,"Best hostel in Seminyak. It's fun to stay here, you always meet cool people from everywhere in the world. After eating something from the cooks inside the hostel, it will be hard to find something better for the buck anywhere else in Bali. The personnel especially the management is always nice and helpful with every problem you have. Definitely an recommendation!!"
Capsule Bali,MX Kerry Chia,1.0,"Extremely disappointed by capsule - we had a private room and it was never cleaned; we found a dirty pair of slippers under the bed; and on our first night a man (supposedly from housekeeping) with a key card barged into our room without knocking, when my friend & I were getting changed. Worst of all, capsule messed up our ferry booking, and gave our ferry spots to other people when we’d paid for them in advance and woke up at 5AM for it, effectively wasting an entire day of our holiday while we waited for the next one. The pool was also absolutely filthy while we were there, turning into an ominous shade of brown at its worst - you couldn’t see the bottom of the pool, nor could you have paid me to swim in it. The noise goes on into the wee hours of the morning, and it’s impossible to get any sleep even on the upper floors and in private rooms. The lack of mirrors in the room / toilet was also extremely inconvenient. I’ve stayed in some seriously amazing hostels around the world and this unfortunately comes nowhere close. There are loads of great options in Bali and I definitely won’t be coming back."
Capsule Bali,Jshsh Jwjsjs,5.0,"I would stay here again when am comeback to Bali. They have amazing hostel clean, social, all of they worker or staf are so half-full and nice . Bar so fantastic and you so social and easy to meet some traveller. And special for Herman you are amazing bartender."
Capsule Bali,William Heap,5.0,"Capsule is a hostel that offers a variety of good experiences! From the moment me and my friends arrived we knew the vibe was right here. A safe comfortable environment. Great food, music (you can be the dj yourself), atmosphere and rooms. Devi in particular was the most welcoming here. She helped me when i had an issue with my room."
Capsule Bali,Li La,4.0,"My first stay was awefull as it's a party hostel and the rooms weren't really clean - empty plastic bottles laying around etc. On my second stay for only one night before my flight it changed a lot and the management even asked me why I gave them a bad review the last time, telling me they'd do everything they can to make this stay better and I should always come forward if something's wrong. The electronic lock to my locker was broken so I told the reception and within 10 minutes the problem was solved. The room was much cleaner than before and the staff more helpfull. Well done!"
Capsule Bali,Stef,5.0,Very good place to stay! Good place to party and socialize!! Staff is really good and helpfull the drinks and food are dellicious So recomended to stay here and enjoy the party in the hostel PS: this is a party hostel
Capsule Bali,Sahil Essani,5.0,"The hostel is amazing in terms of cleanliness and space. It's got a great vibe not only in terms of the space but also the people. It's really easy to socialize as a solo traveler. The team including Rara, Mango, Tim, oscar and the rest of the guys are fantastic and go above and beyond in helping you with anything. Great job. Cheers!"
Capsule Bali,Tim Wilson,5.0,"Amazing hostel, best in seminyak and surrounding areas. Staff and facilities are amazing. Capsule pod beds are comfortable and the rooms are nice air conditioned. Bar and pool to chill at during the day and extremely social whether it is high or low season! Highly recommend!!!"
Capsule Bali,Daniel Roberts,5.0,Booked as our first stop because fairly close to the airport. Ended up staying for 5 nights because of the atmosphere of the place; great place to meet people and the staff are amazing. Not the cheapest but the rooms are clean and have the most comfortable beds I've slept in any Bali hostel
Capsule Bali,Måns Axelsson,4.0,A really nice hostel. Clean and the capsule are great! Keep in mind it is a party hostel. They have arule that it should be quiet at 11 but they don't follow it. But if you fine with that I can really recommend it!
Capsule Bali,dot sum,5.0,"I love this hostel. I stayed here 2 times. Supercomfy and clean beds. The staff are amazing, especially for ""MADE"" , i will be back :) The hostel itself is in a good location, a close walk to the restaurants,shops and beach in seminyak and a short taxi ride to kuta or canggu. The atmosphere here is also really nice. This is one of the best hostels i've stayed in, 5 stars class for this hostel !!!"
Capsule Bali,Lara “Wonder & Wander”,1.0,Had to leave and go to another hotel pretty quickly. It’s evident through my experience and everyone else’s review that they don’t even change the sheets on the bed - there were stains everywhere. I know it’s a hostel but I’ve stayed at many that have found balance between party and cleanliness and this wasn’t one of them. I had booked private room as well.
Capsule Bali,Cory Jackson,1.0,"The only plus is the bar. Outside of that, the staff don't do anything to quieten people after 11 - my room was downstairs, next to reception and leading right onto the main social area, and people were still partying til 4am, loudly. They cancelled my booking on a simple technicality too, without contacting me to inform me. This is a bad hostel for first time travellers."
Capsule Bali,Tjong Sentjoen,5.0,Really good for people travelling with budget .Its hostel with 10 capsules(bunker beds) in one room. Each floor has two rooms .you can even get bike on rent from there Their rates are probably lowest in Bali .Roof top sitting arrangement is also there. Place is neat and clean. My fav is Rara
Capsule Bali,Matt Robinson,5.0,"Easily the best hostel in bali! And I have been to bali over 15 times staying at different hostels and cheap hotels. First, the beds are very high quality and really comfortable. And the capsule dorm rooms are spotlessly clean and quite fun. You actually have a lot of privacy! The staff are really great and became friends of mine and genuinely want to help in any way they can. And last but not least the social vibe is the best of any hostel I have been to. Just sit down at the big table and you will meet a load of new people. Why more hostels don't have this setup is crazy. Great location too. I booked one night to check it out and stayed an entire month haha."
Capsule Bali,Ben Roache,4.0,"Cool decor, good beds, and capable staff. But a little noisy in the evenings and the mornings when trying to sleep.Not technically a party hostel, but let's be honest, it is Bali. And taxi drivers don't know where it is, which is a little frustrating sometimes. But"
Capsule Bali,MC,5.0,"TOP NOTCH !!! The room is perfect, impeccably clean ,comfortable and well maintained, the bathroom is clean, Staff very good and the food its so yummy and cheap. try their brunch ! And join their Pool Party : All you can drink!! Definitely Will be Back!"
Capsule Bali,Muhammad Jatash,5.0,"Íve been traveling and living in hostels/hotels for nearly 4 years and I can say without hesitation that this hostel is one of the best of all that Ive ever visited. The location is perfect The staff are fun, friendly, and knowledgable but they were so amazing that it was make me hard to leave. I will truly miss every one of you If you don't stay here in BALI you are missing out the Best Hostel! Thanks Rara"
Capsule Bali,Iker Uranga,5.0,"This place is of the walls! We had so much fun staying here. Tons of cool people ready to socialize, super friendly staff, cheap drinks, a killer pool, and mega comfy beds. 10/10 would recommend"
Capsule Bali,Luuk M,5.0,"Very nice people and really great accomodation. Everything is really clean and new, perfect place for backpackers whether you're travelling with friends or alone. Staff is also the best and willing to help you out with anything. Would definitely recommend it!"
Capsule Bali,Nawaf Yousuf,2.0,"Booked the Deluxe 6 bed room ensuite. Really poor place to stay! The beds were wobbly, barely had space to sleep on the beds as there were no capsules in the so called deluxe room. The room was not clean at all it seemed they just changed the sheets and thats it. You cant walk bare feet as dirts sticks on your feet. Worse part: Lockers are a joke! You can barely put your passport in them! I had to carry my stuff every where I went. Only good thing is the atmosphere."
Capsule Bali,David D. Tan,1.0,"The rating is about the different tours they offer. I booked the sunrise tour at Mt-Batur and it was the worst experience I had in Bali. Also after pointing that at the reception, they actually didn't care. Otherwise the hostel is fun and the food respectable."
Capsule Bali,Nina Haaland,1.0,"Very friendly staff! If you want to party all day&night and dont mind that everyone is hammered, this is the place to be. Prob the best party hostel in Seminyak! If not, dont stay here. The 6bed-dorm we slept in had tiny lockers and just a small area for our luggage. My sheets had bloodstains even after the second time they changed it. Our room and bathroom were dirty, prob because our roomates where constantly drunk. Alot of noise and music all day till around midnight. The walls are thin. Not a place for relaxing or sleeping."
Capsule Bali,Dark Edy,5.0,"Had a wonderful stay here. mango are sweetest person on reception. The hostel is very clean. Capsules are spacious and lockers are equally big. Good location, night life are near."
Capsule Bali,Dale Graham,4.0,Good clean rooms. Party hostel so good idea to join in rather than try to sleep.. good drinks promos and music stops at 11. Most people head out around 12 so does quiet down a bit then
Capsule Bali,David Tremblay,5.0,"Premier social/party hostel! If that's what you're looking for, you'll enjoy your stay. Has a movie viewing area with bean bags, rooftop, big bar with the world's best bartender, huge dining area, complete kitchen, great staff and then some. Do it"
Capsule Bali,C. Robson,4.0,"Comfy, clean bed - despite being in the overflow room. Plug socket, cosy little light to read a book with beforebed if 're not too drunk ;) Only thing they could improve, is the showers. Neil was great. Plenty of happy hours for drinks, and it's a nice little haven amongst a busy-ish part of town :). Super close to the Brazilian aussie bbq too 🤤"
Capsule Bali,Nurul Latifa,5.0,"If you're looking for something more than stay, this is it! The staffs soooo friendly and wonderful, the food is great, the bar is cheaper rhan most place outside! Overall I would highly recommend this hostel and would definitely stay again"
Capsule Bali,Megan Macpherson,1.0,"Beds felt damn and the room smelt of damp, our beds were right in front of the door and dont have curtains and the girls in our room kept leaving the door wide open so there was very little privacy. Breakfast wasn't included, it's a bit out of the way from the main city, and the bar got knocked down on our second last day so there was no atmosphere."
Capsule Bali,Dimas Gumelar,5.0,"I love this place because of the atmosphere of the hostel. Yes, this is a hostel! But the best one in Bali!! I missed Blue the puppy dog already, will be coming back again if I am in Seminyak for sure 😇"
Capsule Bali,ngurah agus,5.0,"so far, best hostel i've stayed around asia. Easily to find around Seminyak area, close away to the pub named lafavela, 15 minutes away beach, Shopping mall and all you need can be provided by reception. I have to say this place recommended. I love the atmosphere,staff hospitality, food also drink are really tasty and cheap. Honestly i missed the pizza haha. Definitely come back to Capsule soon"
Capsule Bali,Noperi Irawan,5.0,Couldn't have had a better time here ! Michelle the Owner and all the staff are amazing and welcoming ! Met so many lovely people- very social. Very clean and comfortable and good location. The food was Amazing also. I'll 100% be back !!!
Capsule Bali,Tarik Kaya,5.0,"The stay in Capsule Hostel was really comfortable and funny. If you wanna learn a Lot of people who are traveling, you can go there. All of the workers are really Kind and help you when you have questions. Talk to Rara, he is the legend in this hostel."
Capsule Bali,Edbert Wartono,5.0,very aesthetic and very friendly staff who were really helpful even though i checked in really late at night. Would love to come back again!
Capsule Bali,Rhys Marshall,5.0,"Friendly staff, clean pool, comfortable beds, very social and an excellent experience overall. Thankyou."
Capsule Bali,Freya ringer,5.0,"i have only stay 2 night and has booked a capsule bed, the bed is super comfy , they have happy hrs from 6 to 8 pm, they also have a tour that going every day, i would specially thank devi for checking me in and shorting my trip to gili out. the best hostel!!"
Capsule Bali,크리망LEECREAM,2.0,*베드버그의 등장* Staff mark (I’m not sure) was super kind. We were talking about some episodes of culture etc. but the fact is there was one insect on my bed looked like bed bug but i still don’t know it was bed bug cuz i saw it first time in my life. I tried to compare with youtube for checking how it look like. It looked like 95% bed bug. Anyway i got refund rest of day. Staff mark kept saying sorry to me. P.s. really party hostel. Some people shout til 5am.
Capsule Bali,Daniela Ovalle Gonzalez,5.0,"One of the most amazing hostels I've been to. This was my second visit. Great vibe, beds, food, people, parties and staff of course 😍 PD. Mango is the besttt!!!!"
Capsule Bali,Mateusz Pachala,5.0,"Awesome hostel Friendly and helpful staff, vibrant atmosphere, good prices, pods instead of bunk beds which is great, food at the hostel is cheap and good as well. Oh and Rara is an awesome dude! Definitely recommend this hostel"
Capsule Bali,Travel Addict - Foodie Lover,5.0,"It's a freshly renovated communal area : bar, pool & dining/meeting area.Love the swimming pool - is great!"
Capsule Bali,Fitriyani Rahmawati,5.0,"I always recommend this place to everyone. The staff is great, all of the places are very clean, it's incredibly close to La Favela and to the beach. Breakfast was really good. I was positively surprised and would definitely come back."
Capsule Bali,Lily Jessiman,4.0,"Friendly staff, comfortable beds, good food and music"
Capsule Bali,Fabrilla Ersa,5.0,"Shout out to Fifi! Always helpful and paying attention to what guests need. Friendly and knows what to do. This hostel is recommended for fun seeker, you will love the vibe."
Capsule Bali,S T,5.0,I have been to this place four times already. Excellent accommodations. Clean and comfortable place. Close to everything we wanted to see and public transportation. And the staff's very nice. Would totally recommend this place.
Capsule Bali,Steven Blaire,5.0,"Don't ever miss this place when you are in Bali. Rara is my favorite. so helpful. He take care of me , put me in Bed even when I did silly things when I am drunk and almost insult by the bike driver. Thank you Rara"
Capsule Bali,Raphael Hedjasie,3.0,Capsules are really nice! The problem is more over that it can be very noisy due to a lot of party tourists. Also no breakfast included. Staff is helpful but still u wouldn't give more than 3 stars
Capsule Bali,Helen Stewart-Koster,5.0,Great spot if you’re up for a party vibe but don’t expect any early nights! Easy access to some of the best clubs in Bali and loads of events.
Capsule Bali,Jasmine Eytle,5.0,came on my own and the people staying here and the people running the hostel are very friendly ! Defiantly a hostel if you want to go out and party but can still chill out! Defiantly recommend !!!
Capsule Bali,Kelli Buzzini,1.0,My friend and I felt very unsafe the whole stay and the hostel did nothing when we complained and even made it impossible for us to review on Hostelworld. Do not stay here if you value your safety especially as a female traveler.
Capsule Bali,Beszir Vandyk Gorouachi,5.0,"One of the best places to stay in Bali, Hotel services and Hostel price, with a big swimming pool and bar with a nice bartenders ready to serve you the best drinks with a happy hour deals, they also have a restaurant so this place has everything you need, I would recommend this place to all travelers looking for spending a good time and meeting a friendly people as well as getting wild..."
Capsule Bali,Andrea Telfer,5.0,"Very clean and modern. Great staff. Beautiful pool, garden, chilling area, and simple restauarant/bar. Comfortable beds. Book online in advance for cheaper prices."
Capsule Bali,Guido Fuchs,5.0,"Great. Other reviews say it all. If you're unlucky people will have sex in your dorm, other than that perfect place to stay and meet people."
Capsule Bali,Adam H,5.0,"Trinady, Dee and rara were great hosts, had a good time from the first night"
Capsule Bali,Louis-André Bergeron,4.0,"Great staying for people looking to meet others and to party. Rooms and bathrooms are clean, food is good and beer is cheap! Definitely recommend it."
Capsule Bali,Dave Manuel,5.0,Best hostel seminyak if you wanna party and jump a 3-4m tower haha
Capsule Bali,Johan Böhlin,4.0,"It's a nice hostel if you are into party, but otherwise it's a bit noisy with party and people coming home late every day. There are room for improvement regarding cleaning as well."
Capsule Bali,Felix K.,5.0,"Super cool Hostel, bed auper comfy, 2 pillows, food are the best . Join their tours Gate of Heaven very fun. Staff very helpful especially Rara."
Casa d'Ladera,trevit76,3.0,"(+), room space, parking space, toiletries only towel, no toothbrush, the interiors a bit old, food services is still in active, staff were nice and helpful. Overall rating (3/5)..."
Casa d'Ladera,Dini Dwi Damayanti,5.0,I stayed here for several times I stayed in a unique room with specialized car parking space just below the room. With a cheap price you also get breakfast for two. The breakfast was nice the staff was really helpful. Its pretty quiet hotel. They also sell some snacks inside the room. The room is clean but it has old-fashioned style. The cheapest room even had an old TV inside. The bathroom was quite small but it was nice they had water heater.
Casa d'Ladera,Rianthie Hanazk,4.0,"The room is quite simple. Affordable price. I took two deluxe rooms. No car garage. Room 202 and 205. It has refrigerator, AC, water heater. The breakfast is simple too, but it is nice. No complaint about it. The wifi is only accessible in lobby / restaurant area. It is nice hotel but unfortunately not really in good maintenance. The room has no coffe maker."
Casa d'Ladera,Eka NW,5.0,"Clean room, unique style like European building, Cozy place and this hotel is located in a big way. maybe need improvement from utilities like a toothpaste."
Casa d'Ladera,Cindi Rahmi,4.0,"Price was reasonable, not much variants for breakfast, furniture lil bit look old but rooms are big with balcony and indoor chair. Overall this hotel still good for anyone looking for budget hotel."
Casa d'Ladera,Mudy S,5.0,"Great view of Cipaku hill. Low rise buildings, single floor. Garage below room for car travellers (and non travellers😀). Room is rather dark, probably ment to be romantic ambience. No business desk. Nothing else, but price is good. Its a fine reddoorz hotels."
Casa d'Ladera,Muthia Triani,5.0,"Smart budgeted hotel with a complete breakfast.Deluxe room has each their very own car park, cost only rp 200-300k.Standart room is also ok, cheap... But, actually its minuses only on the old furnitures, cost about rp 200k"
Casa d'Ladera,Yasir Muhammad,5.0,"I've been stay here for a night. This is defenitely on top of the list in terms of budget hotel. The food is good when it comes to its reasonable price. If you are lucky enough, you can get a room with private garage.The location is also great since it's located on Lembang main road."
Casa d'Ladera,Faizah,4.0,"Located in very easy-spotted spot, just around Universitas Pendidikan Indonesia (UPI). For a budget hotel, this is definitely the right choice! I doubt it in the beginning, how could one star hotel be comfortable? Lol this is my friend's choice after all. Turned out with only with 200-250k you got a clean and comfortable room (with double bed) PLUS breakfast!! No wifi tho, hehe. But it's easy to visit tourist destinations from here."
Casa d'Ladera,Ade Rahmat,2.0,"No recommend, high cost on weekends.. don't try"
Casa d'Ladera,Hanhan Hadriyansyah,4.0,It's clean. The meals are okay. We'll consider to spend some nights here again. Too bad there's no swimming pool.
Casa d'Ladera,dina stefani Lukas,4.0,"The place is comfy and clean. There is a garage if you choose the premium room. However, the breakfast is standard, though fortunately there is omelettes."
Casa d'Ladera,nadia qorina,4.0,"Nice staff. Nice place. Nice location.But unluckily, there was no restautlrant service and a bit difficult to find food by walk around. But there is always grabfood or gofood"
Casa d'Ladera,Djaka Kurnia Toercki,5.0,Overall staycation become nice
Casa d'Ladera,Agustinus Yudoandrian,3.0,Average place to spend the night in Bandung...the room rate is average...but the worst point is the food from their restaurant...average class hotel
Casa d'Ladera,mister eman719,5.0,"Cozy, affordable, great place, near to a lot of tourist spots, very quite and private, there is free breakfast"
Casa d'Ladera,edi milan,5.0,"Good Experience for our family...A Place that simple, not yoo crowded, relaxed Place after full day picnic"
Casa d'Ladera,Vespa Cross Nation,4.0,Reddoorz plus near UPI. better have free coffe or tea and breakfast menu.
Casa d'Ladera,dee dee,5.0,Nice place and service.. Very recommended hotel...
Casa d'Ladera,Irfan Alfaridzi Ramadhan 2013096,4.0,Not bad
Casa d'Ladera,Destha A.N,5.0,If you want to avoid traffic in Bandung you can stay in this hotel.
Casa d'Ladera,Zulkifli Djafar,3.0,"Not bad, just don't expect much for their food..."
Casa d'Ladera,Eri Anggoro Kasih,5.0,Best hotel I ever visited with affordable rate.
Casa d'Ladera,patyani joedawinata,5.0,The most comfortable Budget Hotel in Bdg with Private garage
Casa d'Ladera,Adi Gunawan,4.0,"A good place to stay for reasonable price, clean and good food"
Casa d'Ladera,Ratu Tita,5.0,Nice n eco green hotel for refreshing with family
Casa d'Ladera,Riri Prakoso,3.0,Good place unfortunately some of rooms need repairs.
Casa d'Ladera,DISI Training Center,5.0,Langganan disi training center kalo visit to bandung
Casa d'Ladera,Febri Staal,3.0,Good hotel and view and cheap
Casa d'Ladera,Seputra Paramasidi,5.0,The hotel has a nice black cat
Casa d'Ladera,I make people mad,3.0,'least try harder bruv 💀
Casa d'Ladera,Nurti Rahayu,5.0,Affordable hotel with super facilities
Casa d'Ladera,adam satria,5.0,Good place to have a romantic moment here
Casa d'Ladera,Jefta Manoppo,5.0,Good
Casa d'Ladera,Muhammad Suhar Hendra Sukmara,5.0,Cheap but good
Casa d'Ladera,Kristiyana Priwibawa,5.0,"cheap, cozy and hospitality is great"
Casa d'Ladera,Ary Su,4.0,Not bad.
Casa d'Ladera,Amudo Kun,1.0,Dirty
Casa d'Ladera,the magpies,5.0,"For that price, its a bargain, highly recommended"
Casa d'Ladera,Svinindias DS,5.0,Nice place to stay.
Casa d'Ladera,Randy Sugianto 「Yuku」,4.0,Strategic place between city and lembang.
Casa d'Ladera,Nurdin Kasim,5.0,Good place so romantic
Casa d'Ladera,Imam Tadjudin Alifurqon,2.0,2 star for 2 star hotel 😬
Casa d'Ladera,Agung Agung,4.0,Quite sufficient with the price.
Casa d'Ladera,Syafa Mazlan,5.0,Nice ❤
Casa d'Ladera,Johan Anggriawan,5.0,Ok
Casa d'Ladera,Get's,4.0,Good place to stay night
Casa d'Ladera,Septyan W Ariftanto,4.0,Good place for rest
Casa d'Ladera,lukianto wibowo,5.0,Good
Casa d'Ladera,Green Droyds,5.0,👍👍👍
Casa d'Ladera,dindin wahyudin,5.0,ok
Casa d'Ladera,Dini Marta,5.0,Nice place for family
